RIGOL:DG8:CSV DATA FILE,
TYPE:Arb,
AMP:10.0000 Vpp,
PERIOD:50.00 S,
DOTS:5000,
MODE:INSERT,
Sample Rate:100.00,
AWG N:0,
x,y[V]
,0.517
,2.5656
,0.6995
,-1.8767
,-0.9648
,-0.295
,1.5446
,0.4872
,-0.061
,1.9526
,0.1402
,-0.7477
,-1.328
,-1.491
,-0.3217
,-0.9555
,0.7741
,0.3394
,-0.9089
,1.0698
,-0.7223
,-1.1813
,1.0645
,1.2951
,1.3239
,0.3896
,0.0044
,-0.8041
,-2.1712
,0.5652
,3.0883
,0.9684
,-0.8579
,-0.1348
,0.163
,-0.0135
,0.1402
,-0.0898
,-1.2048
,-1.7332
,-0.6169
,-0.4069
,0.0133
,0.844
,0.7967
,0.7868
,-0.1202
,1.249
,0.7262
,-1.9861
,1.148
,1.3502
,-0.1481
,1.0579
,-0.2798
,0.4692
,-1.0539
,-1.9738
,1.5555
,0.3073
,0.7237
,1.4421
,-1.1338
,-0.2934
,-0.03
,0.0671
,1.0408
,-0.2089
,-1.6161
,-0.7966
,0.0614
,-1.0837
,-0.0904
,-0.2017
,-1.4744
,-1.2032
,-3.1076
,0.2448
,2.5741
,-1.2662
,2.5471
,4.9
,0.6247
,0.2395
,0.5182
,-0.905
,-1.5371
,-0.9022
,-0.1215
,-0.8402
,-3.0905
,-2.7859
,-0.0842
,-1.8322
,-1.8538
,1.0453
,-0.3483
,0.683
,1.87
,0.0899
,1.5819
,2.1406
,1.2492
,1.0519
,-0.4009
,-0.3576
,0.4191
,-0.0595
,-0.893
,-1.7096
,0.5082
,3.1515
,1.1724
,-0.7724
,-0.6161
,-0.0389
,0.3301
,-0.8767
,-0.9892
,-0.753
,1.1062
,4.0066
,0.9633
,-1.1077
,-0.5926
,-0.8468
,0.8098
,-0.692
,-0.0352
,2.3913
,-0.0378
,0.2436
,0.6982
,0.4265
,0.6828
,-1.142
,-0.006
,0.9122
,-0.4121
,-1.5883
,-0.7613
,1.1885
,-1.1277
,-1.0425
,0.3593
,-0.8318
,0.773
,0.0252
,-1.3713
,-0.7023
,-0.2332
,0.8836
,-0.9725
,-1.6457
,-0.73
,-0.8861
,0.4881
,-0.631
,-1.2921
,0.3671
,0.4513
,0.2946
,-0.8125
,-1.3552
,-0.1254
,1.1179
,1.3242
,0.2962
,0.8347
,2.0839
,0.9091
,-1.178
,-1.309
,-1.3787
,-1.1388
,2.0837
,2.0415
,-0.7985
,-0.0518
,0.8532
,0.0822
,-0.4636
,0.162
,0.2089
,-1.2169
,-1.2773
,0.2243
,1.0474
,-0.5179
,0.2813
,2.3313
,-0.7239
,-1.8006
,0.2847
,0.4576
,-0.839
,-1.6716
,0.2405
,-0.0702
,-0.5142
,0.5352
,-0.4713
,1.5312
,1.1921
,0.0665
,3.089
,1.2204
,-0.3447
,0.6884
,0.5882
,1.936
,1.9958
,0.7095
,-2.1011
,-2.7518
,-0.119
,-0.6883
,-1.5832
,-1.9421
,-0.6923
,1.9194
,0.6967
,0.7635
,0.9448
,-1.1733
,0.0825
,1.437
,0.79
,0.7142
,0.4657
,-0.5862
,-1.4246
,-0.642
,0.3177
,-0.6758
,-1.4356
,-0.4878
,-0.7025
,-0.7647
,-0.1814
,-1.4793
,-0.8305
,0.8776
,0.4942
,-0.026
,0.1287
,0.498
,-0.8546
,0.0869
,0.6642
,-2.5289
,0.5098
,1.3496
,-2.0879
,0.977
,0.0111
,-1.966
,-0.2989
