RIGOL:DG8:CSV DATA FILE,
TYPE:Arb,
AMP:2.0 Vpp,
PERIOD:5.0 S,
DOTS:1500,
MODE:INSERT,
Sample Rate:300.0,
AWG N:0,
x,y[V]
,-0.3786
,-0.2643
,0.0107
,-0.0311
,-0.0637
,0.1361
,0.2844
,0.2037
,0.0261
,0.0452
,0.3305
,0.3652
,-0.025
,-0.1204
,0.0942
,-0.1684
,-0.5062
,-0.1927
,0.1027
,0.0187
,0.1384
,0.1728
,-0.2099
,-0.2741
,-0.0087
,-0.0755
,-0.1223
,0.1476
,0.1517
,-0.1597
,-0.2477
,0.0031
,0.2928
,0.2564
,-0.0183
,-0.0347
,0.1457
,0.163
,0.12
,0.0359
,-0.0754
,0.0842
,0.1697
,-0.1714
,-0.224
,0.1249
,0.0221
,-0.343
,-0.3426
,-0.1914
,0.0137
,0.1766
,-0.1229
,-0.3898
,-0.0628
,0.2243
,0.3177
,0.642
,0.5788
,-0.0784
,-0.2884
,-0.0322
,-0.1074
,-0.2395
,-0.0941
,-0.052
,-0.0113
,0.2037
,0.0494
,-0.3755
,-0.138
,0.456
,0.1964
,-0.4749
,-0.2953
,0.1611
,-0.0551
,-0.1535
,0.2429
,0.1953
,-0.0962
,0.0923
,0.142
,-0.1064
,0.0607
,0.2043
,-0.0121
,0.2
,0.4243
,-0.181
,-0.5457
,-0.0737
,0.0336
,-0.31
,-0.2447
,-0.1244
,-0.2013
,-0.0126
,0.1601
,0.1945
,0.5483
,0.5175
,-0.3668
,-0.5886
,0.2763
,0.5058
,-0.0045
,0.0691
,0.1884
,-0.4106
,-0.5526
,0.1723
,0.3839
,-0.186
,-0.4729
,-0.2505
,0.0551
,0.2681
,0.196
,-0.0199
,0.1491
,0.4227
,0.1149
,-0.3523
,-0.3324
,-0.1756
,-0.0858
,0.1791
,0.197
,-0.2087
,-0.2265
,0.1618
,0.1665
,0.0436
,0.2308
,0.2294
,-0.0103
,-0.0887
,-0.1935
,-0.1492
,0.3469
,0.3742
,-0.3643
,-0.4621
,0.1788
,0.0594
,-0.5495
,-0.2325
,0.4583
,0.221
,-0.3707
,-0.1981
,0.2909
,0.2484
,-0.0213
,-0.0177
,0.0736
,0.0941
,0.0853
,-0.0033
,-0.024
,0.0296
,-0.1542
,-0.2067
,0.3619
,0.6994
,0.0522
,-0.6401
,-0.5051
,-0.0981
,-0.0609
,-0.1104
,0.2399
,0.606
,0.1658
,-0.6272
,-0.5381
,0.1028
,0.125
,-0.196
,-0.0858
,0.2197
,0.3898
,0.4565
,0.2635
,-0.1049
,-0.2046
,-0.074
,-0.0345
,0.041
,0.1979
,0.0528
,-0.2534
,-0.1761
,-0.024
,-0.2521
,-0.3159
,-0.0006
,0.0611
,-0.0495
,0.0608
,0.1064
,0.1561
,0.3568
,0.1365
,-0.2604
,-0.0716
,0.1405
,0.0237
,0.1775
,0.1452
,-0.4168
,-0.4277
,0.0845
,0.1394
,0.1111
,0.2756
,0.096
,-0.0972
,-0.06
,-0.2629
,-0.3306
,0.0931
,0.3482
,0.2103
,-0.0874
,-0.3819
,-0.1621
,0.3168
,0.1774
,-0.0819
,0.0621
,-0.1002
,-0.2599
,0.2375
,0.337
,-0.2509
,-0.256
,0.1598
,0.1165
,0.0535
,0.1666
,-0.0175
,-0.1668
,0.0601
,0.0845
,-0.4158
,-0.7445
,-0.1748
,0.6767
,0.605
,0.0527
,0.1982
,0.4659
,-0.0078
,-0.5111
,-0.5285
,-0.4019
